model	HR	nDCG	MRR	ItemCoverage	EFD	EPC	Gini	ACLT	APLT	ARP
VBPR_e:100_bs:256_be:1024_factors:128_factors_d:20_lr:0.001_l_w:0.001_l_b:0_l_e:0.001	0.014436662980710162	0.00558713636179666	0.003154886560785974	18862.0	0.010048833155171879	0.0007923410821876401	0.17567509568338358	7.142769381987959	0.35713846909939795	10.985658557562353
