model	HR	nDCG	MRR	ItemCoverage	EFD	EPC	Gini	ACLT	APLT	ARP
VBPR_e:100_bs:256_be:1024_factors:128_factors_d:20_lr:0.001_l_w:0.001_l_b:0_l_e:0.001	0.028258999877134785	0.008298356759392448	0.0035772092212244255	25321.0	0.008281789314160421	0.0006424544657768508	0.2550074386106097	19.16789531883524	0.38335790637670475	9.098813122005161
