k	HR	nDCG	MRR	ItemCoverage	EFD	EPC	Gini	ACLT	APLT	ARP
20	0.013883769504853176	0.005439595533017062	0.003182866552546879	18596	0.009876817955896598	0.0007714074979262745	0.17320143118221876	7.519781299913994	0.37598906499569973	10.51759737068436
50	0.026968915100135153	0.008021386045362499	0.003591902601534726	24907	0.008027805404426708	0.0006209782624447062	0.2519383534948746	19.904226563459886	0.39808453126919774	8.740868657083182
