model	HR	nDCG	MRR	ItemCoverage	EFD	EPC	Gini	ACLT	APLT	ARP
AMR_e:100_bs:512_be:4096_factors:128_factors_d:20_lr:0.001_l_w:1e-05_l_b:0_l_e:0.1_eps:1_l_adv:1_adv_epochs:50	0.031578947368421054	0.011310148505326826	0.005898285092598274	3439.0	0.019076311739525335	0.0016038182256694527	0.29706384734254876	8.127719298245614	0.40638596491228063	1.7296140350877192
