k	HR	nDCG	MRR	ItemCoverage	EFD	EPC	Gini	ACLT	APLT	ARP
20	0.031578947368421054	0.011104590183195808	0.005598601417894232	3409	0.018585325738740683	0.0015742047016111553	0.29605354757959046	8.11438596491228	0.40571929824561404	1.7358596491228073
50	0.061052631578947365	0.01692414899155237	0.006521737169526772	4460	0.015440373848196434	0.001309547500993508	0.41260789998112035	21.000701754385965	0.4200140350877193	1.6315508771929825
