model	HR	nDCG	MRR	ItemCoverage	EFD	EPC	Gini	ACLT	APLT	ARP
AMR_e:100_bs:512_be:4096_factors:128_factors_d:20_lr:0.001_l_w:1e-05_l_b:0_l_e:0.1_eps:1_l_adv:1_adv_epochs:50	0.05824561403508772	0.016507167545625995	0.006692221408345681	4458.0	0.015154864538249636	0.001277575752045845	0.41167979973848523	21.028070175438597	0.4205614035087719	1.6291508771929823
