model	HR	nDCG	MRR	ItemCoverage	EFD	EPC	Gini	ACLT	APLT	ARP
VBPR_e:100_bs:256_be:1024_factors:128_factors_d:20_lr:0.001_l_w:0.001_l_b:0_l_e:0.001	0.05965432098765432	0.0236112436575543	0.013836488493634082	15310.0	0.046731607181431094	0.003350934145347107	0.22534443296919582	4.153218106995885	0.20766090534979423	21.36740740740741
