k	HR	nDCG	MRR	ItemCoverage	EFD	EPC	Gini	ACLT	APLT	ARP
20	0.04793415637860082	0.018010088788595665	0.00995939693169751	14329	0.03575193671950831	0.0025560592530906733	0.1868977332777083	4.528460905349794	0.22642304526748971	20.271726748971194
50	0.0999835390946502	0.028235468838998617	0.011558117856768912	17588	0.03073645357816323	0.0021874835968853233	0.2741096151918304	11.94083950617284	0.2388167901234568	19.68270683127572
