model	HR	nDCG	MRR	ItemCoverage	EFD	EPC	Gini	ACLT	APLT	ARP
VBPR_e:100_bs:256_be:1024_factors:128_factors_d:20_lr:0.001_l_w:0.001_l_b:0_l_e:0.001	0.1179917695473251	0.03507231709044797	0.015629872608383378	18310.0	0.03807626695536775	0.002717099839838819	0.3180282308605923	11.249086419753086	0.22498172839506178	20.42706436213992
