Defense	Item	Popularity	Attack	Eps	Steps	HRBefAtt@50	HRAftAtt@50	NumImprov	PredShift
denoiser	2809	3817	bbcat770	16	4	0.004210526315789	0.007719298245614	0.663859649122807	0.563614130020142
denoiser	2809	3817	bbcat770	8	1	0.004210526315789	0	0.590175438596491	0.256105452775955
denoiser	2809	3817	bbcat770	4	4	0.004210526315789	0.002105263157895	0.778947368421053	0.53652834892273
denoiser	2809	3817	insa	4	4	0.004210526315789	0.007017543859649	1	0.399146109819412
denoiser	2809	3817	insa	16	1	0.004210526315789	0.004210526315789	0.984561403508772	0.124535888433456
denoiser	2809	3817	bbcat770	16	8	0.004210526315789	0.005614035087719	0.336842105263158	-1.05895805358887
denoiser	2809	3817	wbsign	8	1	0.004210526315789	0.03859649122807	0.907368421052632	1.97248697280884
denoiser	2809	3817	bbcat770	8	4	0.004210526315789	0.004210526315789	0.689824561403509	0.531268537044525
denoiser	2809	3817	wbsign	8	4	0.004210526315789	0.141754385964912	0.999298245614035	3.12821054458618
denoiser	2809	3817	wbsign	16	8	0.004210526315789	0.388771929824561	0.995087719298246	4.9866042137146
denoiser	2809	3817	insa	8	4	0.004210526315789	0.007017543859649	1	0.399286866188049
denoiser	2809	3817	wbsign	16	4	0.004210526315789	0.298245614035088	0.999298245614035	4.3306303024292
denoiser	2809	3817	wbsign	4	1	0.004210526315789	0.032982456140351	0.983859649122807	1.84412431716919
denoiser	2809	3817	insa	16	8	0.004210526315789	0.009122807017544	1	0.630693793296814
denoiser	2809	3817	wbsign	4	4	0.004210526315789	0.109473684210526	1	2.65633392333984
denoiser	2809	3817	insa	16	4	0.004210526315789	0.007017543859649	1	0.399286866188049
denoiser	2809	3817	bbcat770	8	8	0.004210526315789	0.00280701754386	0.590877192982456	0.239877417683601
denoiser	2809	3817	wbsign	16	1	0.004210526315789	0.030175438596491	0.80280701754386	1.79746282100678
denoiser	2809	3817	insa	8	8	0.004210526315789	0.009122807017544	1	0.630693793296814
denoiser	2809	3817	insa	8	1	0.004210526315789	0.004210526315789	0.984561403508772	0.124535888433456
denoiser	2809	3817	wbsign	8	8	0.004210526315789	0.299649122807018	1	4.2819619178772
denoiser	2809	3817	bbcat770	4	1	0.004210526315789	0.00140350877193	0.818245614035088	0.737768828868866
denoiser	2809	3817	wbsign	4	8	0.004210526315789	0.174035087719298	1	3.22816133499145
denoiser	2809	3817	bbcat770	16	1	0.004210526315789	0	0.370526315789474	-0.550257563591003
denoiser	2809	3817	insa	4	1	0.004210526315789	0.004210526315789	0.984561403508772	0.124535888433456
denoiser	2809	3817	insa	4	8	0.004210526315789	0.009122807017544	1	0.6314417719841
denoiser	2809	3817	bbcat770	4	8	0.004210526315789	0.004912280701754	0.722105263157895	0.485895365476608
denoiser	3994	2736	bbcat770	16	4	0.014035087719298	0.007719298245614	0.23578947368421	-1.21527099609375
denoiser	3994	2736	bbcat770	8	1	0.014035087719298	0.028771929824561	0.489122807017544	-0.1487977206707
denoiser	3994	2736	bbcat770	4	4	0.014035087719298	0.004912280701754	0.154385964912281	-0.828529834747314
denoiser	3994	2736	insa	4	4	0.014035087719298	0.009824561403509	0.418947368421053	-0.039501205086708
denoiser	3994	2736	insa	16	1	0.014035087719298	0.009122807017544	0.352982456140351	-0.053084384649992
denoiser	3994	2736	bbcat770	16	8	0.014035087719298	0.006315789473684	0.23719298245614	-1.55668067932129
denoiser	3994	2736	wbsign	8	1	0.014035087719298	0.022456140350877	0.828771929824561	1.33136928081512
denoiser	3994	2736	bbcat770	8	4	0.014035087719298	0.020350877192983	0.354385964912281	-0.607310354709625
denoiser	3994	2736	wbsign	8	4	0.014035087719298	0.04140350877193	0.912280701754386	1.54662275314331
denoiser	3994	2736	wbsign	16	8	0.014035087719298	0.179649122807018	0.971228070175438	3.18802094459534
denoiser	3994	2736	insa	8	4	0.014035087719298	0.009824561403509	0.425263157894737	-0.035176493227482
denoiser	3994	2736	wbsign	16	4	0.014035087719298	0.104561403508772	0.96	2.5194456577301
denoiser	3994	2736	wbsign	4	1	0.014035087719298	0.021052631578947	0.874385964912281	1.38384711742401
denoiser	3994	2736	insa	16	8	0.014035087719298	0.014035087719298	0.690526315789474	0.127894282341003
denoiser	3994	2736	wbsign	4	4	0.014035087719298	0.047017543859649	0.926315789473684	1.76175367832184
denoiser	3994	2736	insa	16	4	0.014035087719298	0.009824561403509	0.425263157894737	-0.035176493227482
denoiser	3994	2736	bbcat770	8	8	0.014035087719298	0.011929824561404	0.223859649122807	-1.35821568965912
denoiser	3994	2736	wbsign	16	1	0.014035087719298	0.020350877192983	0.588070175438596	0.497407823801041
denoiser	3994	2736	insa	8	8	0.014035087719298	0.014035087719298	0.690526315789474	0.127894282341003
denoiser	3994	2736	insa	8	1	0.014035087719298	0.009122807017544	0.352982456140351	-0.053084384649992
denoiser	3994	2736	wbsign	8	8	0.014035087719298	0.131228070175439	0.986666666666667	2.54028701782227
