model	HR	nDCG	MRR	ItemCoverage	EFD	EPC	Gini	ACLT	APLT	ARP
VBPR_e:100_bs:128_be:4096_factors:128_factors_d:20_lr:0.001_l_w:1e-05_l_b:0_l_e:1e-05	0.06526315789473684	0.018237890034593737	0.007179582754678025	4537.0	0.01624306011133565	0.0014102588465496754	0.4131510058526142	20.86175438596491	0.4172350877192982	2.1493333333333333
