model	HR	nDCG	MRR	ItemCoverage	EFD	EPC	Gini	ACLT	APLT	ARP
VBPR_e:100_bs:128_be:4096_factors:128_factors_d:20_lr:0.001_l_w:1e-05_l_b:0_l_e:1e-05	0.03368421052631579	0.012053685983767595	0.006222823700418617	3608.0	0.019660450891054556	0.001707311108308215	0.30679234754882434	8.082105263157894	0.40410526315789475	2.457543859649123
