model	HR	nDCG	MRR	ItemCoverage	EFD	EPC	Gini	ACLT	APLT	ARP
AMR_e:100_bs:256_be:1024_factors:128_factors_d:20_lr:0.001_l_w:0.001_l_b:0_l_e:0.1_eps:1_l_adv:1_adv_epochs:50	0.030123456790123456	0.01109926590228581	0.005991903981075712	12895.0	0.02236226898174171	0.001575450774690774	0.16933294898458395	5.619621399176955	0.2809810699588477	17.985972016460906
