k	HR	nDCG	MRR	ItemCoverage	EFD	EPC	Gini	ACLT	APLT	ARP
20	0.028905349794238682	0.010606583836520382	0.0057196885190005245	12892	0.021457875302220254	0.00150556352918471	0.1694743733370403	5.89359670781893	0.29467983539094655	17.603089711934157
50	0.06268312757201647	0.017220904391300744	0.0067453869144984335	16440	0.018991718610634614	0.0013342904532142096	0.25198764450625	14.894781893004115	0.29789563786008233	17.561663209876542
