model	HR	nDCG	MRR	ItemCoverage	EFD	EPC	Gini	ACLT	APLT	ARP
AMR_e:100_bs:256_be:1024_factors:128_factors_d:20_lr:0.001_l_w:0.001_l_b:0_l_e:0.1_eps:1_l_adv:1_adv_epochs:50	0.06762139917695473	0.01842750512402789	0.00712250800316774	16580.0	0.020277174687012442	0.001427760715254823	0.2531932050536423	14.426897119341564	0.2885379423868313	17.854533004115225
