model	HR	nDCG	MRR	ItemCoverage	EFD	EPC	Gini	ACLT	APLT	ARP
AMR_e:100_bs:256_be:1024_factors:128_factors_d:20_lr:0.001_l_w:0.001_l_b:0_l_e:0.1_eps:1_l_adv:1_adv_epochs:50	0.008109104312569112	0.0032049113447040496	0.001866091585468191	12811.0	0.005716352986472042	0.00045424999230793785	0.10017103357526103	8.613097432116968	0.43065487160584837	8.777257648359749
