model	HR	nDCG	MRR	ItemCoverage	EFD	EPC	Gini	ACLT	APLT	ARP
AMR_e:100_bs:256_be:1024_factors:128_factors_d:20_lr:0.001_l_w:0.001_l_b:0_l_e:0.1_eps:1_l_adv:1_adv_epochs:50	0.018736945570708933	0.005307185814859746	0.0022005374517762837	19261.0	0.005323443692164831	0.00041075752195782596	0.1594050613805389	22.533419338985134	0.45066838677970267	7.212862759552771
