k	HR	nDCG	MRR	ItemCoverage	EFD	EPC	Gini	ACLT	APLT	ARP
20	0.007863373878854897	0.0030888311368445004	0.0018091589567692473	17874	0.0059738569881413305	0.0004382015038125292	0.17220223345350127	10.08496129745669	0.5042480648728346	5.016408649711267
50	0.016771102100995208	0.004857801781613702	0.0020933273991985226	24300	0.00516600970904604	0.0003762261634082668	0.24840405552195266	25.75611254453864	0.5151222508907728	4.456581889667035
